ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,AML,AML,AML,AML,AML,ALL,ALL,AML,AML,ALL,AML,AML,AML,AML,AML,AML,AML,ALL,ALL,ALL,ALL,ALL,ALL
0.172398982,-0.055124766,-0.30992514,0.380784905,0.331735801,0.764357133,0.133242307,0.234810305,-0.6253457,0.686795104,0.363224766,0.984972377,-0.11409622,0.341521976,-0.070709795,0.341617016,-0.974129363,1.200911507,0.017090876,-2.014824468,-5.669679317,-0.118935697,1.168516924,-0.411316572,-0.573735782,-0.871767193,0.246711425,0.052268703,-0.15742515,-0.446769209,0.308635671,-0.070970278,-0.530873587,-0.123779885,0.115081359,-0.602139436,-0.21753255,0.112516351,0.596830605,-0.016140757,0.09909961,0.347039542,0.62287951,1.01718731,0.139735733,1.230118537,-0.592271578,-0.948478362,-0.072863255,0.104526931,0.209083869,-2.378802442,-0.274084828,0.342869654,1.41687922,-0.269770784,1.806707203,0.697495418,0.483198163,1.343469209,0.497491338,-0.569926497,-0.380654173,-1.28138089,-0.454282915,0.528188453,0.715698755,-0.695972981,-0.212752205,1.355056403,1.009991435,-0.414278612
-0.056535636,-0.231349506,-0.427120893,0.126031546,0.065888007,0.398285,0.063521735,-0.008582993,-0.669468734,0.33869158,0.090082,1.080889936,-0.13945519,0.073407043,-0.24332399,0.267375216,-0.846367997,0.733703877,0.352444325,-1.162970218,-7.211609634,0.121253744,0.708814069,0.03731093,0.025685525,0.189111837,0.440606836,-0.120831122,0.300332483,-0.532262628,0.048139429,-0.243524127,-0.596882747,0.024961054,0.385741477,-0.651638609,-0.356132671,-0.045620949,0.269568939,0.275531188,0.645945453,0.139195196,0.581574819,0.592542621,0.468765627,0.868708582,0.343740559,-0.572752092,-0.244978563,-0.108683933,0.253098519,-1.05239145,-0.399583619,0.074442508,0.899638871,0.407875396,1.305484858,0.346912977,0.385963074,0.843235581,0.19324336,-0.109715084,-0.481464302,-0.934335361,0.504628191,0.882922992,0.360899192,-0.451515812,-0.352459777,0.942627154,0.587013797,0.205720534
-0.293796966,1.055416294,1.166872593,-0.888375551,8.87E-05,0.05625192,-0.968746175,1.046004427,0.155367802,-1.708393018,0.039982035,0.460455321,-0.83403569,-1.161241217,-1.006994737,-1.487231105,0.461827973,0.600829585,-0.753553723,-0.588682325,-1.40581169,0.57686282,0.812600091,-0.423572562,0.568613237,-0.763682619,-0.947428207,1.63189711,2.005800817,0.618570796,0.540350597,0.463392688,1.458894097,0.417394978,1.269373999,-0.321370918,1.874521163,3.429242635,-1.009059979,-0.253772171,-0.680428157,1.277070115,2.15871687,-1.135067941,-0.781450082,-1.566983693,0.072531873,-0.788747871,0.463551837,0.535464531,1.280610728,-0.670060439,0.421416907,-0.872142598,-0.766649428,0.421042066,-0.721542876,-0.180219417,-1.442066504,-0.01447512,0.450673432,0.367199889,-0.158783109,0.385887047,-0.091446358,-1.347251217,0.23437912,-0.453149243,-0.935630461,-0.506931957,-0.573540551,-0.276840458
-0.753771588,0.142631039,-0.772489668,-0.651474458,-0.67279721,-0.313344506,-0.601148878,-0.597154739,-0.774268355,-0.299242416,-0.414682839,0.043077132,-0.56312174,-0.638252405,-0.605658572,-0.64089119,-0.101818611,-0.287751194,-0.342751196,-0.376970374,-0.020609916,-0.151638746,-0.301968371,-0.794677079,1.078931124,-0.419799293,-0.360179692,1.892317071,2.384048279,-0.471736173,-0.384315391,-0.734053549,1.908479417,-0.555042981,1.449367516,-0.657215492,2.813213537,3.798439402,-0.377796958,-0.4362652,-0.218991478,2.056826172,2.590069551,-0.073715294,-0.053865701,-0.169025413,-0.468749791,-0.788521324,-0.534781922,0.353853034,1.83298801,0.088684548,1.976752879,-0.580947011,-0.240801548,-0.511149485,-0.04497538,-0.375579793,-0.126198129,-0.14938872,-0.359897327,-0.548748914,-0.766243564,-0.888196632,-0.214464534,0.360895652,-0.294390493,-0.650833974,-0.770439369,-0.011721142,-0.348818783,-0.507239862
-0.047159955,-0.04609399,-0.775355902,-0.145383059,-0.026346256,-0.108718169,-0.998784545,-1.297865563,-0.076831815,0.420019796,-0.307833063,0.033467718,-0.77055336,0.534535684,-0.06386326,-0.900721384,-0.385932945,1.114191078,-0.644718262,-0.575457687,-0.158420922,-0.405759725,-0.19054158,-1.654643602,1.323208578,-0.690228302,-0.280261301,1.235042751,2.014626614,0.528297584,0.394301907,0.036090624,1.973523566,0.401149471,0.519185728,-0.134089817,2.388059274,3.412427597,-0.126225358,-1.369049877,-1.195919424,1.711143369,1.817511691,-1.080158846,-1.064342073,-0.489027183,-0.203752324,-0.553758505,-1.005339989,1.323717023,1.657639805,-0.950753605,1.488897549,-0.37579072,0.269151267,0.014310747,-1.057257989,0.999009246,-1.1219788,-0.121408198,0.282884567,-1.458680397,-0.593148172,-0.527018287,-0.580273517,-0.172388664,0.895353814,-1.028045684,-0.459545332,-0.645960931,0.371223223,-0.293581928
1.174768572,0.487989199,0.65031595,0.760924113,0.144235704,1.016501801,1.340383494,0.929562566,0.920783267,-1.190505184,0.371287852,1.293062977,-1.277559213,-0.200642333,0.612760681,-1.170991635,-1.403577209,0.877334584,-0.973345273,-0.808936164,-1.098584067,1.520865046,1.509760473,-0.810020101,1.507095803,-0.525692812,1.134481344,0.349057332,-0.50759305,-0.847668026,0.907411832,0.440018801,-0.146195035,-0.250826414,0.590785641,-0.233926237,0.293982459,0.899245883,1.271199699,-1.235709125,-0.527254018,-0.800727347,-0.107039539,1.943106774,1.886883408,2.050743254,-0.906617439,0.185441978,1.481608073,-1.172380263,0.274791431,-0.484603921,0.384083729,-1.283439786,-1.146233098,-0.448407723,-1.106622256,-1.215688954,-0.57936361,-1.141068312,-1.210515294,-0.868089765,-0.026170199,-1.167582884,-0.950327389,-0.304289168,-0.773477395,-0.501352141,-0.886991189,2.07955323,-0.48737217,-0.512641215
0.885725999,0.28087913,0.031918602,-0.018085432,-0.902804473,0.798019775,0.047013004,0.559009449,0.067064374,-1.402601612,0.384883496,1.590637758,-1.098620215,-0.362384096,0.211822357,-0.783109682,-1.411427008,1.290993191,-0.703377172,-1.507563616,-0.373073483,1.597554284,1.838518751,-0.934554303,1.544822804,0.068958212,0.600911542,-0.051010012,-0.609140075,-0.452995753,0.733733561,0.038652029,-0.739905293,-0.107272571,0.670767886,-0.370360484,0.333731319,0.980283529,2.004874063,0.017161008,-0.9257171,0.091248436,-0.369798442,1.719915055,1.904823763,2.356808635,-0.866681622,-0.099518286,1.51344745,-1.111989989,0.026609788,0.133676318,0.161810062,-1.16609616,-1.449131632,-0.063641426,-0.476425854,-0.801791328,-0.316503177,-1.323941376,-1.629290536,0.144798489,-0.163258106,-2.044432219,-0.228680664,0.151895413,-0.085537254,-0.649611801,-0.909249394,2.449965962,-0.135925959,-0.58742789
0.960716855,0.143566847,0.467452308,-0.078384187,-0.346096379,-0.755460247,0.450999078,0.922592358,0.060024764,0.736784983,0.584620697,0.006399469,-0.657119623,0.6469039,-0.688084628,0.895683653,0.746578537,0.814371073,0.892140295,-0.076863708,0.890959346,0.643099217,-0.247876904,0.558644709,1.344033204,0.711277512,0.162346906,0.966882228,-0.535081213,-0.533087265,-0.249236884,0.582335304,1.223061585,1.05370034,1.318235221,0.53574564,0.704608813,-0.188949303,-0.09652541,-0.471238106,-2.175237461,0.689141645,0.635628703,-0.963845065,-1.111708724,-2.135141447,-0.549274112,0.502273366,0.473929624,-2.391324418,-2.305561712,-1.928338251,0.538581424,0.412041782,0.071730817,0.674368539,0.882004816,1.386953581,-0.012740747,-0.200204071,0.244945315,-0.051367879,0.69540061,0.045894996,-2.171604747,-1.300777905,-2.206873324,-2.521775905,0.562905483,-1.056344511,0.623678271,0.542880325
1.03027837,1.055985841,0.826083031,0.315194588,-1.107072788,0.520111657,1.709319221,-0.484311675,2.031371679,-0.892322711,0.311522371,0.942167329,-0.789843012,1.599013636,0.359660178,0.229803952,0.309172019,1.975478454,0.150558923,-0.458927854,-0.846635643,0.203509874,0.862829995,-3.670090585,0.402713612,-0.740982755,2.089274573,-0.499224709,-1.904410911,-0.22854214,0.282605003,-0.084988029,-0.191721907,0.115320024,0.680396632,-0.31805905,-0.371669656,-0.52033095,-1.117019581,-1.092858878,0.721745085,-0.383720266,-0.003722237,0.642911218,-1.046692878,-0.067261094,-0.239953777,-0.602558756,1.42877411,-1.038062964,-0.906429997,1.756619729,-1.144340633,-0.49334286,-0.327535295,-0.500480907,-0.244253474,-0.050070794,1.023695828,0.764390601,-0.440236916,-0.061570104,1.429612417,-0.741057454,-0.239441703,0.357055265,-0.306796692,-0.624781975,-1.548267673,1.53735915,-0.749347966,-0.585595111
-0.887742179,0.545802623,1.248610248,-1.253140508,-1.272607497,0.901289404,-0.309736959,-1.203548347,1.502712155,-0.931563955,1.31474677,0.400369063,-1.172477312,0.982884251,-0.369640127,0.224344482,-1.521219565,1.420038239,-0.971286075,-0.244613643,0.014708994,1.502683401,0.293612616,-1.317995996,1.373312021,-1.041628516,-0.987197732,0.917457182,-0.709303703,0.968661212,-0.325272129,-0.030723894,2.02281142,0.473213461,1.168975531,1.105007191,1.499536064,1.408358619,0.621265529,0.576025398,0.486507322,-1.04175498,-0.5834457,1.150866156,-0.261927444,-0.812680008,0.660757788,-1.3782599,-1.146603967,1.362175231,1.336534806,1.457931116,0.161500944,-0.807586022,-0.571450542,-1.12502831,0.164691187,-1.001257531,-0.598180364,-0.794752338,-0.986939942,-1.159355382,0.726507939,-1.469260258,-0.854164468,-0.627949165,0.342469892,-1.252555767,0.122839148,1.42410561,-0.500285954,-0.360176837
0.878236512,0.864516049,1.492170857,0.201908315,-1.372208858,1.350406258,0.790337208,0.124835876,1.09368591,-0.274081534,0.813960274,2.041995092,-1.104397586,0.480992735,0.571775537,-0.502238991,-0.943491801,0.990268865,0.031852755,-0.320682575,-1.041415574,1.093945886,0.349343965,-1.756574068,1.971037104,-0.415037828,0.345072206,0.633059905,-1.131267695,-0.111928452,0.262949405,-0.032064147,0.355476693,1.165429465,0.647149807,0.573693065,0.504899985,1.484829599,-1.403774097,0.922317631,-0.313931463,-0.746568291,-0.084173746,-0.237542542,-1.129635485,-1.087779312,-1.480746241,-0.345563034,0.035890902,0.284288144,0.924642585,2.325436769,1.140234267,-1.575697221,-0.40132356,-0.653910268,0.691723417,-1.401897741,-0.034940017,-0.103748084,-0.695465981,-1.54844841,1.025909205,0.198139784,-0.822823397,-1.055855146,-1.333188342,-1.634841607,-1.736062024,1.138933622,-0.766267332,-0.201773204
-0.072578516,0.315409203,1.042891715,0.701529788,-1.894571233,1.496233185,0.536868512,1.834644815,0.561642316,-0.619296645,-0.273625036,0.489442988,-1.070585424,0.906696513,-0.543784693,-1.08198921,-0.115270318,0.856755647,-0.896110653,-2.170944608,-1.332125947,0.989068076,0.541321383,0.597960432,-0.176148137,-0.27142267,1.34867412,0.17418525,-0.64439715,0.591144901,1.053333953,0.308237077,1.379629668,0.069691297,1.438169345,0.859053201,0.872153011,1.484975597,-0.612744564,1.392704707,-0.26245724,0.592791,1.059889899,-0.579314316,-1.360805684,-0.882457412,-1.718601063,-1.57021402,1.735353865,0.717228652,-0.46379452,-1.137188167,0.151255713,-1.324911471,-0.270327583,0.886835329,0.06697902,0.292520038,0.099900655,-0.035906836,0.500472702,-0.205735073,0.872805989,0.416349306,-1.048152353,-1.285620677,-0.621434646,-1.846635119,-1.978777676,0.909755429,-0.904599004,-0.872026632
-0.950653716,-0.016670824,-1.604553884,0.969925085,-1.261330889,0.341731606,0.926300738,1.861010434,-1.606074933,-0.172713598,-0.754936355,1.189087898,-1.425512295,-0.292800185,-1.46188779,-0.032061077,-1.655899569,-1.190028377,1.049703918,0.743873463,-0.96158174,-0.704374812,0.608916248,-0.404535328,0.989112094,-0.954434812,1.24363882,-0.561073558,0.834508192,0.536558352,1.109162211,0.472002144,-0.24082409,0.390913141,1.293364657,-1.505976839,-0.088054433,0.54956541,0.09589649,1.046183734,0.401433917,-1.303068147,1.527058558,0.750702056,1.408697969,-0.962781506,-1.34480985,-0.209034904,-1.401277418,0.95496835,1.014570811,-0.392854639,-1.638801809,-1.159100584,0.472299652,0.841200088,-0.152039263,2.49479049,0.618842952,1.189335198,-0.682775524,0.564999098,0.413809976,-0.015330701,0.677556942,0.411768986,0.196425713,-0.451222305,-0.802474403,0.525504394,-0.976144878,-1.377724746
0.194475476,0.095174309,0.454315131,-1.016213958,-0.262974273,-0.987411156,-0.439512624,0.384092187,-0.424603259,-0.792629696,-0.344326186,0.282552905,-1.042644973,-0.503583478,-0.433541321,-0.654335504,-0.678440234,0.099942937,0.254403416,2.534536816,0.222806084,-0.853733553,0.08651258,0.234155688,3.121471172,-0.931512721,-0.145133158,-0.182822104,-0.729396096,0.065593833,0.108742301,0.702906463,2.209426974,-0.119072425,0.916990092,-1.271679627,0.486320797,-1.162355681,0.337738984,-0.66610526,-0.58970031,-0.598970933,-0.376115177,0.394732318,1.866641877,-0.490669045,2.799157885,-1.028272569,0.517132341,-0.259965937,-0.717952936,-0.655065047,-1.400080837,0.171634599,-0.927441933,-0.717262816,-0.321911212,2.213613943,-0.052260929,0.164741582,-1.025895064,0.745817607,0.346544403,-0.233706387,-0.831681339,-0.610127081,1.448350732,-1.252438469,2.461947456,0.461977102,-0.155887202,-0.497017477
-0.90126314,-0.691832691,-0.118768945,-0.764904702,1.303027266,-0.314189496,-0.697822494,-0.692498448,-0.055141714,-0.295391912,-0.449269891,0.831612306,-0.647133671,-0.747280176,0.172578575,-0.750797583,-0.661396785,-0.280074521,-0.353387569,-1.220503151,0.076015307,-0.098641466,-0.299025513,2.067190059,-0.378773164,-0.456089943,-0.376619134,-0.825995602,0.029115674,2.38236424,-0.408791163,-0.874979696,-0.956005572,0.773921819,-0.371373662,2.47088748,-0.629888655,-0.596278244,-0.400102323,1.020373513,0.367264403,-0.456274586,0.406539491,0.469489316,1.179143563,-0.121817275,-0.521339216,-0.947583303,-0.6093577,-0.54735962,-0.404900255,0.221700942,-0.979597424,2.283014304,-0.217492312,-0.577856502,0.043537009,-0.397146922,-0.064730028,-0.095642261,-0.376242752,2.636766864,2.343701454,3.869127611,-0.182386009,0.147896089,-0.28892447,-0.741531953,-0.404606838,0.087863727,-0.361475447,-0.572645113
-1.403129034,-0.338084377,0.777405974,0.538379418,0.737242922,0.568760788,-0.758317933,-1.24713625,0.475991677,0.336659724,0.920301871,0.264307616,2.756147737,0.78907106,1.522535151,-0.876590953,0.556534134,0.009806647,0.976428075,1.697203419,2.347114818,-0.803395488,-0.399504655,1.002689228,0.320188603,0.834702171,0.237062254,-0.322330879,0.382930966,-1.122217436,-0.715242772,-1.383489565,0.133862016,-1.205192294,-0.825592143,-1.306957682,-0.717424428,-0.989703496,-0.308995109,-1.086887801,1.476499102,0.783883553,1.479210019,0.934455554,1.11525045,-0.55480064,0.905664639,2.203720746,-0.083480075,-1.138685873,-1.032237638,-0.564029802,-1.461661839,-0.173392969,-0.892203007,0.664992689,-0.69715714,-1.026444206,0.446477503,0.520308812,-1.010824229,-1.198923306,0.208706282,-0.637972645,-0.865970937,0.025274406,-0.692683072,0.803339305,0.908955236,-0.664035409,-0.99978983,-1.157579654
0.08544546,-0.029403143,2.193976334,1.601447746,-1.759764111,0.506147072,-1.142638386,0.838741455,0.949221635,-1.909210288,0.135396328,0.740187751,0.550249953,-0.161881171,-0.704412643,-0.055850637,0.167916931,0.963264787,0.777177731,0.13327668,-1.93131993,0.785275753,1.101711022,0.998641086,-0.516771146,0.510376721,1.383528916,0.07739518,-0.640697027,0.103773664,0.861078592,1.029175315,0.49562735,0.322293772,0.344971526,-0.811952459,0.209907007,-1.932236727,1.307531397,1.208744458,-2.433543102,-0.449644054,-0.510885477,-0.952039511,-0.676413962,-1.440320053,0.006471966,-0.78887066,-0.009197984,0.271491071,0.42573143,-2.048936361,0.473871866,0.548852899,-0.926375608,0.056342711,0.146452757,0.87101624,-2.354906174,0.586073488,1.858086094,0.030831193,0.279938747,0.148807908,0.406955899,0.136895583,0.000917957,-0.837589244,-1.823189101,-0.556714642,0.161887393,0.611656778
-0.077103259,-0.519796335,-0.212635641,-0.418467485,0.452640482,-1.272198507,-0.190076558,-0.542465779,0.748243564,-0.377589391,2.326993179,-1.150772219,1.060939268,0.78588335,1.378524594,-0.02570792,-0.044092957,1.11856264,0.745912302,0.449838858,1.408131439,1.779637066,-0.220382933,0.445342691,-1.42076788,-0.214148815,-1.419690245,0.107236165,0.808005542,-1.494083404,-1.313186902,-1.435275724,-0.214841013,-1.549637832,-1.417066002,0.304069295,-0.420245782,0.482175448,-1.431438591,-1.470429039,1.212642143,-0.265204728,-0.263913072,0.768403239,-0.072943371,-1.292216069,1.148563295,1.596981199,-1.536126433,0.036621196,-1.433838936,-0.132299908,2.018863445,0.08493015,0.133783469,-0.39156014,-0.344923594,-1.429960041,0.22053383,0.09187773,-0.384111994,-0.135716378,0.308394897,-0.699416251,-0.121129766,1.439887857,2.132584887,0.519626888,0.543528274,-1.187315293,0.681144638,1.202273165
